country, order_value_EUR , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
Portugal,12/2/2304,120416.48,"Monday, July 1, 2019",Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile,17-1884075
Ireland,5/7/2056,48232.79,"Thursday, February 13, 2020",Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811
France,8/22/2133,72306.7,"Tuesday, February 4, 2020",Appliances,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Crysta Halls,Mobile,78-6287811
France,1/31/2344,130878.57,"Monday, June 22, 2020",Appliances,West-Cummings,Othello Bowes,Avrit Chanders,PC,75-1807214
Sweden,1/7/2251,111746.92,"Friday, July 31, 2020",Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,PC,72-1300449
Germany,4/15/2137,71580.12,"Wednesday, March 18, 2020",Appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,PC,22-4332301
Ireland,2/13/2221,94546.09,"Thursday, July 4, 2019",Clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,42-2477150
France,11/8/2056,45908.75,"Thursday, October 3, 2019",Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,18-5234470
Portugal,5/17/2202,90970.98,"Saturday, January 4, 2020",Beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,Tablet,74-4541594
UK,4/19/2047,46785.98,"Saturday, September 28, 2019",Games,Johns and Sons,Jessamine Apark,Jay Morefield,PC,16-6855831
UK,5/12/2745,245714,"Friday, December 4, 2020",Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,46-5327740
Portugal,4/25/2139,70548.2,"Sunday, November 29, 2020",Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,06-4416964
Denmark,6/8/1987,27708.06,"Thursday, September 17, 2020",Books,"Hartmann, Hane and Pfannerstill",Modestia Byfford,Cobby Andersen,PC,46-6076582
Sweden,6/20/2024,36907.39,"Saturday, August 29, 2020",Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,PC,38-1449694
Sweden,2/17/2209,93940.62,"Thursday, April 25, 2019",Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,39-3557596
Portugal,12/2/2245,103970.49,"Monday, April 8, 2019",Smartphones,Johns and Sons,Celine Tumasian,Corene Shirer,PC,26-9990483
Portugal,5/19/2200,95769.21,"Thursday, May 7, 2020",Smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,31-7075495
Netherlands,11/13/2448,170181.07,"Friday, June 19, 2020",Electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,PC,98-5774102
France,5/29/1996,27985.24,"Wednesday, March 13, 2019",Electronics,"Lueilwitz, Kerluke and Lesch",Othello Bowes,Ora Grennan,PC,46-5580805
Ireland,7/11/2342,133991.78,"Thursday, April 4, 2019",Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,PC,39-6568658
Portugal,8/2/2390,142433.46,"Friday, May 8, 2020",Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,PC,85-1464621
Sweden,5/27/2121,63982.11,"Tuesday, February 12, 2019",Books,Dibbert Inc,Maxie Marrow,Anita Woakes,PC,86-6763776
France,7/6/2164,79242.03,"Wednesday, April 24, 2019",Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,03-7559332
Portugal,4/24/2145,70811.24,"Tuesday, January 21, 2020",Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,36-7939842
Portugal,10/9/2014,34773.98,"Saturday, November 28, 2020",Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Tablet,38-7603760
UK,6/15/2313,126080.02,"Tuesday, August 25, 2020",Accessories,Johns and Sons,Jessamine Apark,Jay Morefield,PC,11-5630090
Portugal,12/17/2207,96700.29,"Saturday, April 11, 2020",Electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,Mobile,97-6414953
France,1/12/2147,77966.6,"Sunday, January 27, 2019",Electronics,Wiza and Sons,Othello Bowes,Avrit Chanders,PC,64-9816105
UK,7/21/2287,122994.88,"Tuesday, September 17, 2019",Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,PC,59-0893568
UK,7/16/1981,23719.49,"Wednesday, November 27, 2019",Books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,PC,18-0945763
Sweden,7/7/2310,131541.23,"Thursday, December 24, 2020",Books,Walter LLC,Maxie Marrow,Madelon Bront,PC,26-1771681
Sweden,4/18/2184,90683.24,"Sunday, August 23, 2020",Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,57-6427586
Portugal,8/22/1983,25457.58,"Friday, May 31, 2019",Beauty,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,Mobile,73-3910940
Sweden,11/11/1967,20454.77,"Tuesday, February 12, 2019",Other,"Lueilwitz, Kerluke and Lesch",Maxie Marrow,Caro Morfield,PC,34-8728117
France,4/21/2235,103032.61,"Tuesday, September 8, 2020",Electronics,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,53-7680732
Sweden,2/28/2275,120117.61,"Wednesday, August 26, 2020",Smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,PC,86-6380587
Finland,1/27/2262,106841.93,"Wednesday, January 2, 2019",Games,Friesen-Rath,Hube Corey,Mellicent Mattys,PC,95-1862126
Portugal,5/31/2205,89420.05,"Monday, January 6, 2020",Clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,PC,41-6241712
France,4/20/2250,111850.68,"Monday, September 9, 2019",Beauty,"Hamill, Kulas and Roob",Othello Bowes,Crysta Halls,PC,32-3418936
Sweden,5/31/2115,62416.53,"Saturday, October 12, 2019",Games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,PC,10-1511807
UK,8/26/2135,71198.45,"Wednesday, November 13, 2019",Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568
Portugal,3/16/2267,105981.92,"Thursday, April 30, 2020",Games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,PC,63-4386955
Spain,2/26/2113,63545.63,"Tuesday, August 13, 2019",Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,PC,77-3226391
UK,2/1/2382,153401.21,"Wednesday, November 13, 2019",Beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,PC,74-9554997
Portugal,9/24/2336,138872.91,"Wednesday, September 23, 2020",Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,PC,37-0756560
France,12/11/2553,199607.15,"Sunday, June 30, 2019",Appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,PC,19-9649739
Sweden,9/1/2559,195138.09,"Friday, December 27, 2019",Accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,PC,91-4735064
Denmark,11/14/2200,89441.85,"Wednesday, May 6, 2020",Books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,PC,82-1337530
Germany,5/20/2137,75380.53,"Monday, October 5, 2020",Books,Tillman and Sons,Rickard Doogood,Casie MacBain,PC,39-3209780
Ireland,10/21/2699,245822.88,"Monday, December 9, 2019",Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,18-0483044
Bulgaria,10/2/2236,97476.43,"Tuesday, January 28, 2020",Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,PC,70-0044622
Sweden,8/29/2038,43039.53,"Wednesday, April 1, 2020",Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,43-1236055
Sweden,6/2/2145,77788.97,"Friday, January 25, 2019",Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,25-6133000
Spain,12/7/2193,90868.67,"Tuesday, October 29, 2019",Electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,PC,78-7666796
Luxembourg,3/11/2306,118480.04,"Thursday, July 23, 2020",Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,PC,45-1867999
Finland,11/16/2385,142717.22,"Saturday, January 25, 2020",Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,PC,97-5797169
Portugal,1/14/2362,136895.86,"Monday, August 24, 2020",Appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,PC,31-6585710
France,3/31/1954,16787.15,"Friday, March 20, 2020",Appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,84-0460695
Belgium,10/16/2026,40564.1,"Sunday, March 1, 2020",Accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,PC,20-4568650
France,10/16/2296,122260.56,"Monday, September 7, 2020",Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,PC,29-9208067
Netherlands,6/3/2456,163052.82,"Monday, December 23, 2019",Books,Schuster Inc,Denice Amberg,Nero Harbisher,PC,21-2357660
Portugal,10/16/2010,34656.67,"Friday, February 28, 2020",Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379
Sweden,2/22/2133,69479.35,"Tuesday, May 19, 2020",Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,PC,58-5376153
Portugal,2/4/2081,56145.21,"Tuesday, April 7, 2020",Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,04-1808253
Bulgaria,7/19/2531,182321.07,"Wednesday, June 5, 2019",Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,PC,44-9036885
UK,8/25/2061,48876.12,"Tuesday, October 27, 2020",Smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,PC,35-0548738
Ireland,6/23/2173,84045.65,"Tuesday, March 10, 2020",Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,64-0103144
Netherlands,8/6/2488,180413.86,"Tuesday, June 11, 2019",Beauty,McClure Inc,Denice Amberg,Nero Harbisher,Tablet,48-7080069
Portugal,12/9/2042,41480.3,"Tuesday, March 26, 2019",Beauty,McClure Inc,Celine Tumasian,Corene Shirer,PC,05-2772504
Sweden,5/20/2129,67310.55,"Sunday, February 10, 2019",Electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,PC,42-2439801
Portugal,6/30/2355,135788.88,"Monday, November 2, 2020",Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,82-8353642
UK,11/29/2358,135567.12,"Wednesday, December 30, 2020",Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,16-5450021
Sweden,2/25/2223,97304.51,"Wednesday, September 4, 2019",Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,80-1021367
Netherlands,6/18/2179,81770.71,"Monday, March 2, 2020",Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058
Finland,10/3/2173,81191.79,"Friday, November 15, 2019",Appliances,Corwin and Sons,Hube Corey,Wat Bowkley,PC,92-4440351
Sweden,5/28/2117,64383.42,"Tuesday, July 21, 2020",Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,PC,15-3268783
France,12/13/2404,153059.69,"Saturday, December 7, 2019",Books,Johns and Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180
Portugal,3/28/2296,115056.65,"Tuesday, January 15, 2019",Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,PC,92-7042708
UK,1/6/1960,18802.21,"Thursday, March 5, 2020",Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718
Portugal,6/5/1958,16930.34,"Thursday, March 28, 2019",Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,PC,06-4611284
Sweden,6/14/2131,69405.04,"Sunday, January 19, 2020",Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440
France,1/1/2011,32666.65,"Saturday, August 1, 2020",Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,89-7467187
Finland,11/11/2387,153421.22,"Friday, August 9, 2019",Games,Johns and Sons,Hube Corey,Mellicent Mattys,PC,37-7100862
France,4/26/1999,28748.82,"Saturday, March 23, 2019",Games,Johns and Sons,Othello Bowes,Ora Grennan,PC,20-9472915
Sweden,1/21/1999,29698.03,"Tuesday, October 27, 2020",Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet,82-8836162
UK,5/17/2082,55462.24,"Wednesday, September 25, 2019",Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,38-8230515
Ireland,7/30/2111,62951.21,"Friday, October 2, 2020",Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC,46-8792953
UK,7/7/2310,123579.2,"Saturday, November 14, 2020",Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC,93-0380487
Spain,5/15/2239,101939.48,"Wednesday, May 8, 2019",Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,PC,44-2650716
Sweden,12/24/2101,58421.31,"Tuesday, January 21, 2020",Books,Tromp LLC,Maxie Marrow,Caro Morfield,Mobile,78-7812852
Portugal,5/20/2466,180928.27,"Monday, July 20, 2020",Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,11-2653878
France,5/16/2074,53455.62,"Thursday, August 27, 2020",Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135
UK,9/26/1951,16469.58,"Sunday, February 16, 2020",Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804
Portugal,1/31/2269,108047.95,"Tuesday, December 29, 2020",Beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC,76-2368068
UK,11/25/2028,37882.72,"Tuesday, June 30, 2020",Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,PC,83-0606533
Portugal,4/17/2012,32985.32,"Thursday, May 9, 2019",Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet,84-1745028
Sweden,5/23/2018,37764.5,"Thursday, May 16, 2019",Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,63-2957047
Sweden,3/18/2143,71501.1,"Monday, December 23, 2019",Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,90-3993986
France,11/26/2374,149866.33,"Wednesday, September 25, 2019",Books,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218
Spain,12/10/2148,73050.69,"Tuesday, March 24, 2020",Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,PC,09-9618844
Sweden,3/13/2099,63378.63,"Thursday, March 5, 2020",Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,96-5143420
France,6/15/2064,47688.55,"Saturday, May 9, 2020",Other,Friesen-Rath,Othello Bowes,Crysta Halls,PC,99-0862667
France,11/26/2188,86581.39,"Saturday, February 16, 2019",Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,PC,79-6118087
Luxembourg,1/12/2068,49099.25,"Thursday, February 20, 2020",Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC,07-5296371
Portugal,6/3/2110,65535.6,"Friday, May 31, 2019",Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,PC,93-9111830
Spain,2/9/2377,143278.31,"Friday, April 5, 2019",Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC,47-0713476
Sweden,4/14/2314,121173.26,"Thursday, May 23, 2019",Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,PC,92-2645259
Ireland,3/31/2038,40749.89,"Monday, August 31, 2020",Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211
UK,1/9/2000,31138,"Friday, July 17, 2020",Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,PC,90-7039701
France,7/17/2267,113019.51,"Monday, January 21, 2019",Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,PC,64-1003834
France,7/3/2053,47378.05,"Wednesday, February 6, 2019",Games,"Dickinson, Hyatt and Berge",Othello Bowes,Ora Grennan,PC,24-2679038
France,4/24/1985,27300.82,"Saturday, May 9, 2020",Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886
France,10/25/2170,85176.06,"Thursday, April 2, 2020",Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834
Ireland,10/2/2212,95795.52,"Saturday, March 23, 2019",Clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897
Luxembourg,5/16/2095,59750.03,"Wednesday, January 2, 2019",Electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,PC,40-9830607
Portugal,6/14/2139,69967.83,"Monday, November 16, 2020",Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile,09-8360520
Finland,6/6/2043,45641.17,"Friday, July 31, 2020",Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,PC,55-6785409
Sweden,3/5/2388,153573.54,"Wednesday, December 9, 2020",Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,PC,12-4881666
UK,1/24/2119,65587.32,"Monday, January 27, 2020",Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,PC,86-7866497
Ireland,10/21/2142,75337.65,"Thursday, January 23, 2020",Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC,12-2375671
UK,12/1/2342,138283.83,"Tuesday, April 30, 2019",Books,Johns and Sons,Jessamine Apark,Jay Morefield,PC,56-6310976
France,5/4/2198,88395.39,"Thursday, October 17, 2019",Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,08-4398900
UK,11/30/2037,44047.22,"Monday, October 7, 2019",Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,PC,23-3084772
Sweden,6/7/2377,151518.96,"Wednesday, January 2, 2019",Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,PC,33-8484080
Bulgaria,2/1/2123,64721.7,"Saturday, February 9, 2019",Electronics,Johns and Sons,Charil Alpe,Shermy McGready,PC,28-0362135
France,2/14/2196,89328.35,"Friday, October 9, 2020",Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,PC,53-4511393
Portugal,8/29/2110,62870.73,"Saturday, June 1, 2019",Electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,50-0521963
Portugal,12/31/2056,45716.06,"Monday, November 9, 2020",Clothing,Walter LLC,Celine Tumasian,Hortense Gerring,PC,75-6127722
Sweden,7/9/2094,58842.86,"Thursday, August 15, 2019",Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,PC,99-3994854
France,11/7/2116,65423.49,"Tuesday, May 7, 2019",Games,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Avrit Chanders,Tablet,45-5157875
France,10/13/2015,34255.26,"Sunday, November 10, 2019",Clothing,Walter LLC,Othello Bowes,Avrit Chanders,Tablet,97-8921759
France,5/31/2201,93433.69,"Friday, February 1, 2019",Clothing,"Leffler, Prohaska and Streich",Othello Bowes,Maighdiln Upcraft,PC,43-6672888
France,5/27/2231,96750.22,"Monday, September 28, 2020",Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,28-6152726
Finland,8/11/2256,105386.53,"Monday, August 5, 2019",Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,PC,26-1201622
France,5/31/2327,132584.56,"Monday, July 22, 2019",Beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,18-3315246
Sweden,10/8/2234,104531.19,"Tuesday, January 7, 2020",Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,PC,40-9114557
Portugal,1/11/2245,101762.04,"Saturday, June 13, 2020",Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139
Sweden,6/16/2090,57808.91,"Saturday, May 23, 2020",Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,79-0393736
Bulgaria,2/18/2377,142083.89,"Monday, May 20, 2019",Clothing,Hessel-Stiedemann,Charil Alpe,Shermy McGready,PC,58-2923511
Portugal,9/23/2069,54250.97,"Tuesday, February 19, 2019",Books,Friesen-Rath,Celine Tumasian,Corene Shirer,PC,84-1343954
Sweden,10/12/2467,166442.61,"Wednesday, December 18, 2019",Accessories,Franecki-White,Maxie Marrow,Anita Woakes,PC,43-9259516
Sweden,2/24/2321,129258.09,"Monday, November 30, 2020",Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile,53-0009701
Portugal,3/21/2587,214105.99,"Tuesday, July 30, 2019",Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,PC,50-2002828
UK,8/3/2113,64509.47,"Saturday, April 4, 2020",Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,PC,90-6933957
Finland,11/27/2458,165617.44,"Thursday, June 20, 2019",Clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877
Ireland,9/30/2122,68918.85,"Friday, August 21, 2020",Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836
Portugal,1/8/2123,64434.02,"Thursday, November 14, 2019",Books,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,76-5324325
Sweden,2/23/2117,63316.25,"Sunday, March 1, 2020",Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,36-3226083
Finland,6/18/2176,86568.86,"Friday, August 9, 2019",Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC,00-8086430
Portugal,2/18/2372,149681.47,"Saturday, January 5, 2019",Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,98-0946281
UK,5/3/2205,98017.57,"Monday, March 2, 2020",Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,82-4770311
UK,5/3/2072,49967.98,"Wednesday, October 16, 2019",Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,PC,34-0265266
France,11/1/2119,65295.54,"Friday, October 4, 2019",Books,Considine-Fisher,Othello Bowes,Avrit Chanders,PC,47-9858688
France,4/19/2543,199388.3,"Sunday, June 2, 2019",Accessories,"Heaney, Gulgowski and Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile,24-9178520
France,8/4/2487,177637.49,"Sunday, June 30, 2019",Games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,PC,17-5553034
France,10/19/2374,140746.53,"Sunday, May 19, 2019",Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,03-5073152
France,1/6/1975,22832.99,"Wednesday, September 18, 2019",Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,19-8109416
Portugal,12/19/2390,150739.1,"Saturday, August 8, 2020",Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075
Portugal,3/11/2270,108534.21,"Monday, August 12, 2019",Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,78-5541691
France,10/26/2409,148818.58,"Monday, June 24, 2019",Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438
Ireland,4/30/2249,108988.86,"Thursday, April 30, 2020",Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800
Sweden,5/11/2045,42533.18,"Sunday, October 25, 2020",Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,PC,84-2496865
Netherlands,10/24/1978,24610.15,"Tuesday, August 6, 2019",Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC,13-4700827
UK,9/12/2036,40174.38,"Friday, February 21, 2020",Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,10-5202864
Portugal,7/3/2033,39435.11,"Tuesday, July 14, 2020",Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,PC,29-6521179
France,8/8/2094,56778.54,"Friday, November 15, 2019",Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,PC,30-9137723
Sweden,2/27/2018,36244.88,"Monday, May 13, 2019",Electronics,West-Cummings,Maxie Marrow,Anita Woakes,PC,55-4422832
France,10/21/2221,100719.02,"Wednesday, July 3, 2019",Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,12-1257338
Portugal,3/9/2025,36571.28,"Tuesday, July 7, 2020",Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720
Portugal,3/30/2112,64227.45,"Wednesday, July 31, 2019",Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171
Germany,10/14/2020,38250.74,"Wednesday, March 4, 2020",Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,Mobile,77-6124790
UK,1/4/2564,212113.24,"Monday, June 3, 2019",Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,PC,09-3668672
France,1/15/2285,115194.9,"Tuesday, December 8, 2020",Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,00-5823706
Portugal,11/30/2331,132166.6,"Friday, August 9, 2019",Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070
France,8/10/2143,72534.23,"Saturday, October 3, 2020",Books,Franecki-White,Othello Bowes,Ora Grennan,PC,58-1975365
Portugal,3/27/2103,61604.51,"Monday, November 11, 2019",Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298
Sweden,10/6/2259,106383.36,"Thursday, October 3, 2019",Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,80-8019337
Sweden,6/29/2328,128647.41,"Saturday, May 4, 2019",Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,76-8416893
Portugal,2/10/2281,120172.06,"Friday, August 23, 2019",Games,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,19-3893110
Sweden,1/31/2232,104384.7,"Saturday, March 23, 2019",Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,17-3994138
France,12/6/2131,73004.91,"Saturday, July 11, 2020",Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,PC,29-8090560
Portugal,6/21/2371,149816.07,"Tuesday, April 9, 2019",Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet,75-5652593
Sweden,5/14/2198,95432.73,"Thursday, November 28, 2019",Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,PC,84-5276032
Portugal,4/18/2091,58014.66,"Sunday, September 6, 2020",Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,01-4729172
France,5/17/2404,150324.5,"Saturday, June 15, 2019",Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,70-3373325
France,1/3/2057,47587.73,"Saturday, January 12, 2019",Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,73-6329299
France,12/14/2440,169485.23,"Friday, December 13, 2019",Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC,74-6221213
Portugal,5/27/2177,86710.96,"Sunday, February 17, 2019",Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,PC,53-1326953
UK,2/20/2240,98244.97,"Saturday, September 19, 2020",Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,56-7081196
